POA_CODE_2021	Ancestry	responses
POA0800		905
POA0800	Australian	1213
POA0800	Australian Aboriginal	220
POA0800	Chinese	592
POA0800	Croatian	10
POA0800	Dutch	77
POA0800	English	1740
POA0800	Filipino	214
POA0800	French	42
POA0800	German	236
POA0800	Greek	78
POA0800	Hungarian	17
POA0800	Indian	251
POA0800	Irish	644
POA0800	Italian	201
POA0800	Korean	76
POA0800	Lebanese	9
POA0800	Macedonian	3
POA0800	Maltese	28
POA0800	Maori	56
POA0800	NZ	36
POA0800	(Other)	1668
POA0800	Polish	47
POA0800	Russian	20
POA0800	Scottish	483
POA0800	Serbian	15
POA0800	South African	16
POA0800	Spanish	45
POA0800	Sri Lankan	57
POA0800	Vietnamese	147
POA0800	Welsh	36
POA0810		2575
POA0810	Australian	8126
POA0810	Australian Aboriginal	2413
POA0810	Chinese	2020
POA0810	Croatian	69
POA0810	Dutch	426
POA0810	English	8188
POA0810	Filipino	1884
POA0810	French	237
POA0810	German	1274
POA0810	Greek	1815
POA0810	Hungarian	64
POA0810	Indian	1822
POA0810	Irish	2851
POA0810	Italian	821
POA0810	Korean	83
POA0810	Lebanese	57
POA0810	Macedonian	14
POA0810	Maltese	60
POA0810	Maori	169
POA0810	NZ	224
POA0810	(Other)	7526
POA0810	Polish	176
POA0810	Russian	89
POA0810	Samoan	39
POA0810	Scottish	2265
POA0810	Serbian	30
POA0810	South African	137
POA0810	Spanish	218
POA0810	Sri Lankan	224
POA0810	Vietnamese	403
POA0810	Welsh	165
POA0812		1667
POA0812	Australian	5057
POA0812	Australian Aboriginal	2496
POA0812	Chinese	1130
POA0812	Croatian	33
POA0812	Dutch	226
POA0812	English	4373
POA0812	Filipino	1198
POA0812	French	88
POA0812	German	670
POA0812	Greek	718
POA0812	Hungarian	41
POA0812	Indian	375
POA0812	Irish	1371
POA0812	Italian	389
POA0812	Korean	24
POA0812	Lebanese	20
POA0812	Macedonian	5
POA0812	Maltese	33
POA0812	Maori	153
POA0812	NZ	114
POA0812	(Other)	3638
POA0812	Polish	94
POA0812	Russian	34
POA0812	Samoan	20
POA0812	Scottish	1246
POA0812	Serbian	6
POA0812	South African	37
POA0812	Spanish	89
POA0812	Sri Lankan	66
POA0812	Vietnamese	232
POA0812	Welsh	80
POA0820		1657
POA0820	Australian	4947
POA0820	Australian Aboriginal	1098
POA0820	Chinese	893
POA0820	Croatian	49
POA0820	Dutch	276
POA0820	English	5948
POA0820	Filipino	778
POA0820	French	147
POA0820	German	872
POA0820	Greek	594
POA0820	Hungarian	38
POA0820	Indian	540
POA0820	Irish	2119
POA0820	Italian	667
POA0820	Korean	72
POA0820	Lebanese	14
POA0820	Macedonian	17
POA0820	Maltese	65
POA0820	Maori	138
POA0820	NZ	147
POA0820	(Other)	3502
POA0820	Polish	143
POA0820	Russian	52
POA0820	Samoan	34
POA0820	Scottish	1745
POA0820	Serbian	19
POA0820	South African	125
POA0820	Spanish	109
POA0820	Sri Lankan	161
POA0820	Vietnamese	226
POA0820	Welsh	143
POA0822		1699
POA0822	Australian	2743
POA0822	Australian Aboriginal	17569
POA0822	Chinese	157
POA0822	Croatian	18
POA0822	Dutch	144
POA0822	English	2694
POA0822	Filipino	113
POA0822	French	42
POA0822	German	383
POA0822	Greek	29
POA0822	Hungarian	21
POA0822	Indian	24
POA0822	Irish	775
POA0822	Italian	154
POA0822	Korean	5
POA0822	Lebanese	4
POA0822	Macedonian	6
POA0822	Maltese	16
POA0822	Maori	63
POA0822	NZ	64
POA0822	(Other)	790
POA0822	Polish	18
POA0822	Russian	11
POA0822	Samoan	4
POA0822	Scottish	676
POA0822	Serbian	4
POA0822	South African	4
POA0822	Spanish	18
POA0822	Sri Lankan	3
POA0822	Vietnamese	175
POA0822	Welsh	35
POA0828		210
POA0828	Australian	365
POA0828	Australian Aboriginal	292
POA0828	Chinese	38
POA0828	Dutch	12
POA0828	English	323
POA0828	Filipino	228
POA0828	French	6
POA0828	German	46
POA0828	Greek	45
POA0828	Indian	68
POA0828	Irish	107
POA0828	Italian	26
POA0828	Korean	3
POA0828	Lebanese	3
POA0828	Maori	6
POA0828	NZ	7
POA0828	(Other)	222
POA0828	Polish	3
POA0828	Russian	3
POA0828	Scottish	95
POA0828	South African	3
POA0828	Spanish	10
POA0828	Vietnamese	17
POA0828	Welsh	12
POA0829		1208
POA0829	Australian	306
POA0829	Australian Aboriginal	39
POA0829	Chinese	12
POA0829	Croatian	5
POA0829	Dutch	6
POA0829	English	337
POA0829	Filipino	18
POA0829	French	3
POA0829	German	64
POA0829	Greek	7
POA0829	Indian	3
POA0829	Irish	86
POA0829	Italian	22
POA0829	Korean	3
POA0829	Maltese	6
POA0829	(Other)	72
POA0829	Samoan	4
POA0829	Scottish	91
POA0829	Serbian	4
POA0829	South African	4
POA0829	Vietnamese	5
POA0829	Welsh	5
POA0830		2073
POA0830	Australian	6215
POA0830	Australian Aboriginal	2651
POA0830	Chinese	480
POA0830	Croatian	30
POA0830	Dutch	282
POA0830	English	5461
POA0830	Filipino	938
POA0830	French	66
POA0830	German	805
POA0830	Greek	260
POA0830	Hungarian	35
POA0830	Indian	289
POA0830	Irish	1499
POA0830	Italian	345
POA0830	Korean	38
POA0830	Lebanese	12
POA0830	Macedonian	5
POA0830	Maltese	41
POA0830	Maori	195
POA0830	NZ	148
POA0830	(Other)	2427
POA0830	Polish	70
POA0830	Russian	25
POA0830	Samoan	47
POA0830	Scottish	1341
POA0830	Serbian	17
POA0830	South African	53
POA0830	Spanish	82
POA0830	Sri Lankan	51
POA0830	Vietnamese	134
POA0830	Welsh	106
POA0832		1499
POA0832	Australian	6261
POA0832	Australian Aboriginal	1874
POA0832	Chinese	512
POA0832	Croatian	36
POA0832	Dutch	219
POA0832	English	5451
POA0832	Filipino	1379
POA0832	French	88
POA0832	German	798
POA0832	Greek	352
POA0832	Hungarian	33
POA0832	Indian	510
POA0832	Irish	1432
POA0832	Italian	405
POA0832	Korean	72
POA0832	Lebanese	8
POA0832	Macedonian	3
POA0832	Maltese	46
POA0832	Maori	172
POA0832	NZ	190
POA0832	(Other)	3043
POA0832	Polish	103
POA0832	Russian	29
POA0832	Samoan	46
POA0832	Scottish	1423
POA0832	Serbian	3
POA0832	South African	100
POA0832	Spanish	79
POA0832	Sri Lankan	37
POA0832	Vietnamese	190
POA0832	Welsh	78
POA0834		149
POA0834	Australian	793
POA0834	Australian Aboriginal	108
POA0834	Chinese	38
POA0834	Dutch	23
POA0834	English	675
POA0834	Filipino	37
POA0834	German	109
POA0834	Greek	35
POA0834	Hungarian	4
POA0834	Indian	10
POA0834	Irish	166
POA0834	Italian	42
POA0834	Maltese	16
POA0834	Maori	6
POA0834	NZ	19
POA0834	(Other)	132
POA0834	Polish	15
POA0834	Russian	3
POA0834	Scottish	172
POA0834	South African	5
POA0834	Vietnamese	7
POA0834	Welsh	6
POA0835		241
POA0835	Australian	1380
POA0835	Australian Aboriginal	223
POA0835	Chinese	48
POA0835	Dutch	47
POA0835	English	1227
POA0835	Filipino	46
POA0835	French	7
POA0835	German	122
POA0835	Greek	34
POA0835	Hungarian	7
POA0835	Indian	25
POA0835	Irish	315
POA0835	Italian	48
POA0835	Korean	5
POA0835	Lebanese	4
POA0835	Macedonian	3
POA0835	Maltese	15
POA0835	Maori	27
POA0835	NZ	34
POA0835	(Other)	195
POA0835	Polish	13
POA0835	Samoan	4
POA0835	Scottish	285
POA0835	Serbian	5
POA0835	South African	5
POA0835	Spanish	7
POA0835	Sri Lankan	3
POA0835	Vietnamese	5
POA0835	Welsh	24
POA0836		620
POA0836	Australian	3327
POA0836	Australian Aboriginal	538
POA0836	Chinese	90
POA0836	Croatian	16
POA0836	Dutch	133
POA0836	English	2859
POA0836	Filipino	72
POA0836	French	37
POA0836	German	428
POA0836	Greek	45
POA0836	Hungarian	7
POA0836	Indian	14
POA0836	Irish	809
POA0836	Italian	171
POA0836	Korean	11
POA0836	Maltese	31
POA0836	Maori	58
POA0836	NZ	68
POA0836	(Other)	618
POA0836	Polish	32
POA0836	Russian	17
POA0836	Scottish	775
POA0836	Serbian	11
POA0836	South African	9
POA0836	Spanish	31
POA0836	Vietnamese	4
POA0836	Welsh	51
POA0837		115
POA0837	Australian	165
POA0837	Australian Aboriginal	78
POA0837	Chinese	3
POA0837	Dutch	19
POA0837	English	127
POA0837	Filipino	4
POA0837	German	13
POA0837	Irish	34
POA0837	Italian	10
POA0837	Maltese	3
POA0837	(Other)	22
POA0837	Scottish	27
POA0837	South African	5
POA0837	Welsh	3
POA0838		131
POA0838	Australian	306
POA0838	Australian Aboriginal	66
POA0838	Chinese	19
POA0838	Dutch	6
POA0838	English	292
POA0838	Filipino	6
POA0838	French	3
POA0838	German	56
POA0838	Greek	7
POA0838	Indian	4
POA0838	Irish	95
POA0838	Italian	41
POA0838	Maori	6
POA0838	NZ	12
POA0838	(Other)	59
POA0838	Scottish	63
POA0838	South African	9
POA0838	Vietnamese	26
POA0838	Welsh	5
POA0839		84
POA0839	Australian	149
POA0839	Australian Aboriginal	44
POA0839	Chinese	5
POA0839	Dutch	19
POA0839	English	158
POA0839	Filipino	14
POA0839	German	16
POA0839	Greek	4
POA0839	Indian	17
POA0839	Irish	38
POA0839	Italian	14
POA0839	Korean	3
POA0839	Maori	3
POA0839	NZ	4
POA0839	(Other)	76
POA0839	Scottish	37
POA0839	Welsh	5
POA0840		73
POA0840	Australian	159
POA0840	Australian Aboriginal	34
POA0840	Chinese	6
POA0840	Dutch	4
POA0840	English	185
POA0840	Filipino	6
POA0840	French	4
POA0840	German	18
POA0840	Greek	4
POA0840	Irish	53
POA0840	Italian	9
POA0840	(Other)	15
POA0840	Scottish	35
POA0841		111
POA0841	Australian	244
POA0841	Australian Aboriginal	51
POA0841	Chinese	3
POA0841	Dutch	17
POA0841	English	216
POA0841	Filipino	3
POA0841	German	23
POA0841	Greek	7
POA0841	Irish	33
POA0841	Italian	12
POA0841	Maori	3
POA0841	NZ	5
POA0841	(Other)	41
POA0841	Scottish	63
POA0841	Vietnamese	5
POA0845		96
POA0845	Australian	101
POA0845	Australian Aboriginal	100
POA0845	Dutch	7
POA0845	English	90
POA0845	Filipino	8
POA0845	German	4
POA0845	Hungarian	4
POA0845	Irish	30
POA0845	Italian	6
POA0845	(Other)	31
POA0845	Samoan	4
POA0845	Scottish	28
POA0846		68
POA0846	Australian	87
POA0846	Australian Aboriginal	77
POA0846	Chinese	9
POA0846	English	77
POA0846	Filipino	4
POA0846	German	4
POA0846	Irish	21
POA0846	(Other)	9
POA0846	Scottish	19
POA0847		44
POA0847	Australian	35
POA0847	Australian Aboriginal	140
POA0847	Chinese	11
POA0847	English	60
POA0847	French	9
POA0847	German	5
POA0847	Indian	3
POA0847	Irish	14
POA0847	Italian	3
POA0847	(Other)	20
POA0847	Scottish	8
POA0850		1157
POA0850	Australian	2253
POA0850	Australian Aboriginal	1934
POA0850	Chinese	104
POA0850	Dutch	75
POA0850	English	1787
POA0850	Filipino	293
POA0850	French	9
POA0850	German	325
POA0850	Greek	22
POA0850	Hungarian	11
POA0850	Indian	123
POA0850	Irish	591
POA0850	Italian	119
POA0850	Lebanese	5
POA0850	Maltese	10
POA0850	Maori	54
POA0850	NZ	41
POA0850	(Other)	860
POA0850	Polish	23
POA0850	Russian	4
POA0850	Samoan	13
POA0850	Scottish	517
POA0850	South African	21
POA0850	Spanish	16
POA0850	Sri Lankan	20
POA0850	Vietnamese	22
POA0850	Welsh	28
POA0852		1027
POA0852	Australian	834
POA0852	Australian Aboriginal	5896
POA0852	Chinese	23
POA0852	Dutch	28
POA0852	English	799
POA0852	Filipino	21
POA0852	French	22
POA0852	German	124
POA0852	Greek	18
POA0852	Indian	3
POA0852	Irish	271
POA0852	Italian	44
POA0852	Korean	6
POA0852	Maori	18
POA0852	NZ	10
POA0852	(Other)	268
POA0852	Polish	9
POA0852	Scottish	224
POA0852	South African	11
POA0852	Spanish	4
POA0852	Sri Lankan	3
POA0852	Vietnamese	3
POA0852	Welsh	5
POA0853		82
POA0853	Australian	419
POA0853	Australian Aboriginal	35
POA0853	Chinese	5
POA0853	Dutch	11
POA0853	English	334
POA0853	Filipino	12
POA0853	French	3
POA0853	German	52
POA0853	Greek	5
POA0853	Indian	8
POA0853	Irish	78
POA0853	Italian	19
POA0853	Korean	9
POA0853	(Other)	46
POA0853	Polish	5
POA0853	Scottish	83
POA0853	South African	8
POA0853	Spanish	4
POA0853	Welsh	6
POA0854		51
POA0854	Australian	86
POA0854	Australian Aboriginal	558
POA0854	Chinese	9
POA0854	English	46
POA0854	German	11
POA0854	Irish	11
POA0854	NZ	4
POA0854	(Other)	15
POA0854	Scottish	18
POA0854	Serbian	5
POA0860		329
POA0860	Australian	469
POA0860	Australian Aboriginal	1587
POA0860	Chinese	36
POA0860	Croatian	7
POA0860	Dutch	12
POA0860	English	440
POA0860	Filipino	86
POA0860	French	7
POA0860	German	82
POA0860	Greek	12
POA0860	Hungarian	3
POA0860	Indian	64
POA0860	Irish	156
POA0860	Italian	23
POA0860	Maltese	5
POA0860	Maori	20
POA0860	NZ	11
POA0860	(Other)	262
POA0860	Polish	6
POA0860	Samoan	4
POA0860	Scottish	132
POA0860	Spanish	6
POA0860	Welsh	4
POA0862		66
POA0862	Australian	140
POA0862	Australian Aboriginal	375
POA0862	Chinese	4
POA0862	Dutch	6
POA0862	English	145
POA0862	Filipino	3
POA0862	German	17
POA0862	Irish	37
POA0862	Italian	9
POA0862	(Other)	22
POA0862	Russian	6
POA0862	Scottish	33
POA0870		1374
POA0870	Australian	5287
POA0870	Australian Aboriginal	3798
POA0870	Chinese	458
POA0870	Croatian	23
POA0870	Dutch	322
POA0870	English	5514
POA0870	Filipino	579
POA0870	French	138
POA0870	German	1054
POA0870	Greek	80
POA0870	Hungarian	31
POA0870	Indian	827
POA0870	Irish	1941
POA0870	Italian	507
POA0870	Korean	65
POA0870	Lebanese	14
POA0870	Maltese	36
POA0870	Maori	394
POA0870	NZ	216
POA0870	(Other)	3262
POA0870	Polish	131
POA0870	Russian	32
POA0870	Samoan	166
POA0870	Scottish	1591
POA0870	Serbian	7
POA0870	South African	78
POA0870	Spanish	81
POA0870	Sri Lankan	67
POA0870	Vietnamese	80
POA0870	Welsh	111
POA0872		1530
POA0872	Australian	877
POA0872	Australian Aboriginal	11051
POA0872	Chinese	45
POA0872	Croatian	11
POA0872	Dutch	40
POA0872	English	858
POA0872	Filipino	49
POA0872	French	24
POA0872	German	158
POA0872	Greek	13
POA0872	Hungarian	6
POA0872	Indian	31
POA0872	Irish	291
POA0872	Italian	50
POA0872	Korean	5
POA0872	Maltese	8
POA0872	Maori	25
POA0872	NZ	23
POA0872	(Other)	365
POA0872	Polish	5
POA0872	Russian	12
POA0872	Samoan	4
POA0872	Scottish	279
POA0872	Serbian	3
POA0872	South African	19
POA0872	Spanish	25
POA0872	Sri Lankan	10
POA0872	Vietnamese	11
POA0872	Welsh	18
POA0873		291
POA0873	Australian	745
POA0873	Australian Aboriginal	755
POA0873	Chinese	15
POA0873	Croatian	6
POA0873	Dutch	22
POA0873	English	724
POA0873	Filipino	34
POA0873	French	21
POA0873	German	129
POA0873	Indian	14
POA0873	Irish	200
POA0873	Italian	35
POA0873	Korean	4
POA0873	Maltese	7
POA0873	Maori	13
POA0873	NZ	25
POA0873	(Other)	248
POA0873	Polish	11
POA0873	Russian	4
POA0873	Samoan	3
POA0873	Scottish	174
POA0873	South African	13
POA0873	Spanish	8
POA0873	Sri Lankan	3
POA0873	Vietnamese	8
POA0873	Welsh	9
POA0874		33
POA0874	Australian	108
POA0874	Australian Aboriginal	36
POA0874	Chinese	12
POA0874	Dutch	6
POA0874	English	169
POA0874	Filipino	17
POA0874	French	3
POA0874	German	55
POA0874	Greek	3
POA0874	Indian	27
POA0874	Irish	58
POA0874	Italian	18
POA0874	Maori	6
POA0874	NZ	3
POA0874	(Other)	142
POA0874	Samoan	4
POA0874	Scottish	45
POA0874	Spanish	6
POA0874	Vietnamese	9
POA0874	Welsh	4
POA0875		156
POA0875	Australian	629
POA0875	Australian Aboriginal	813
POA0875	Chinese	45
POA0875	Dutch	29
POA0875	English	569
POA0875	Filipino	75
POA0875	French	12
POA0875	German	95
POA0875	Indian	76
POA0875	Irish	187
POA0875	Italian	40
POA0875	Korean	5
POA0875	Maltese	6
POA0875	Maori	37
POA0875	NZ	13
POA0875	(Other)	337
POA0875	Polish	4
POA0875	Russian	4
POA0875	Samoan	14
POA0875	Scottish	143
POA0875	South African	14
POA0875	Spanish	4
POA0875	Sri Lankan	8
POA0875	Welsh	4
POA0880		812
POA0880	Australian	1123
POA0880	Australian Aboriginal	1674
POA0880	Chinese	44
POA0880	Croatian	10
POA0880	Dutch	34
POA0880	English	989
POA0880	Filipino	65
POA0880	French	14
POA0880	German	135
POA0880	Greek	23
POA0880	Hungarian	11
POA0880	Indian	47
POA0880	Irish	293
POA0880	Italian	55
POA0880	Maori	69
POA0880	NZ	39
POA0880	(Other)	396
POA0880	Polish	29
POA0880	Russian	4
POA0880	Scottish	298
POA0880	South African	16
POA0880	Spanish	12
POA0880	Vietnamese	3
POA0880	Welsh	19
POA0885		147
POA0885	Australian	292
POA0885	Australian Aboriginal	41
POA0885	Chinese	3
POA0885	Croatian	5
POA0885	Dutch	20
POA0885	English	202
POA0885	Filipino	14
POA0885	German	15
POA0885	Indian	8
POA0885	Irish	68
POA0885	Italian	10
POA0885	Maori	12
POA0885	NZ	12
POA0885	(Other)	96
POA0885	Polish	3
POA0885	Scottish	47
POA0885	South African	7
POA0886		101
POA0886	Australian	231
POA0886	Australian Aboriginal	200
POA0886	Chinese	4
POA0886	Dutch	4
POA0886	English	211
POA0886	Filipino	24
POA0886	German	39
POA0886	Hungarian	6
POA0886	Indian	3
POA0886	Irish	65
POA0886	Italian	7
POA0886	Maori	11
POA0886	NZ	5
POA0886	(Other)	71
POA0886	Polish	4
POA0886	Samoan	3
POA0886	Scottish	47
POA0886	Sri Lankan	4
POA0886	Welsh	4
POA2000		2440
POA2000	Australian	1989
POA2000	Australian Aboriginal	91
POA2000	Chinese	8595
POA2000	Croatian	75
POA2000	Dutch	135
POA2000	English	3793
POA2000	Filipino	445
POA2000	French	256
POA2000	German	469
POA2000	Greek	205
POA2000	Hungarian	57
POA2000	Indian	903
POA2000	Irish	1164
POA2000	Italian	658
POA2000	Korean	846
POA2000	Lebanese	161
POA2000	Macedonian	23
POA2000	Maltese	54
POA2000	Maori	37
POA2000	NZ	80
POA2000	(Other)	8943
POA2000	Polish	143
POA2000	Russian	221
POA2000	Samoan	23
POA2000	Scottish	828
POA2000	Serbian	41
POA2000	South African	49
POA2000	Spanish	262
POA2000	Sri Lankan	53
POA2000	Vietnamese	590
POA2000	Welsh	60
POA2007		604
POA2007	Australian	677
POA2007	Australian Aboriginal	72
POA2007	Chinese	2332
POA2007	Croatian	17
POA2007	Dutch	49
POA2007	English	1000
POA2007	Filipino	158
POA2007	French	60
POA2007	German	150
POA2007	Greek	27
POA2007	Hungarian	17
POA2007	Indian	334
POA2007	Irish	334
POA2007	Italian	190
POA2007	Korean	137
POA2007	Lebanese	15
POA2007	Macedonian	6
POA2007	Maltese	21
POA2007	Maori	15
POA2007	NZ	34
POA2007	(Other)	2044
POA2007	Polish	57
POA2007	Russian	53
POA2007	Samoan	5
POA2007	Scottish	247
POA2007	Serbian	26
POA2007	South African	21
POA2007	Spanish	90
POA2007	Sri Lankan	19
POA2007	Vietnamese	169
POA2007	Welsh	15
POA2008		848
POA2008	Australian	1490
POA2008	Australian Aboriginal	92
POA2008	Chinese	3228
POA2008	Croatian	39
POA2008	Dutch	100
POA2008	English	1932
POA2008	Filipino	178
POA2008	French	111
POA2008	German	256
POA2008	Greek	116
POA2008	Hungarian	26
POA2008	Indian	313
POA2008	Irish	804
POA2008	Italian	316
POA2008	Korean	200
POA2008	Lebanese	61
POA2008	Macedonian	10
POA2008	Maltese	35
POA2008	Maori	33
POA2008	NZ	79
POA2008	(Other)	2041
POA2008	Polish	75
POA2008	Russian	74
POA2008	Samoan	10
POA2008	Scottish	584
POA2008	Serbian	13
POA2008	South African	27
POA2008	Spanish	116
POA2008	Sri Lankan	37
POA2008	Vietnamese	200
POA2008	Welsh	61
POA2009		1033
POA2009	Australian	1757
POA2009	Australian Aboriginal	141
POA2009	Chinese	2244
POA2009	Croatian	69
POA2009	Dutch	119
POA2009	English	2582
POA2009	Filipino	262
POA2009	French	152
POA2009	German	337
POA2009	Greek	173
POA2009	Hungarian	34
POA2009	Indian	607
POA2009	Irish	1025
POA2009	Italian	621
POA2009	Korean	261
POA2009	Lebanese	119
POA2009	Macedonian	44
POA2009	Maltese	55
POA2009	Maori	36
POA2009	NZ	69
POA2009	(Other)	2833
POA2009	Polish	158
POA2009	Russian	160
POA2009	Samoan	24
POA2009	Scottish	765
POA2009	Serbian	92
POA2009	South African	56
POA2009	Spanish	195
POA2009	Sri Lankan	30
POA2009	Vietnamese	263
POA2009	Welsh	68
POA2010		2099
POA2010	Australian	5109
POA2010	Australian Aboriginal	240
POA2010	Chinese	2118
POA2010	Croatian	169
POA2010	Dutch	409
POA2010	English	8250
POA2010	Filipino	404
POA2010	French	549
POA2010	German	1069
POA2010	Greek	526
POA2010	Hungarian	154
POA2010	Indian	494
POA2010	Irish	3432
POA2010	Italian	1258
POA2010	Korean	212
POA2010	Lebanese	233
POA2010	Macedonian	57
POA2010	Maltese	154
POA2010	Maori	137
POA2010	NZ	262
POA2010	(Other)	5068
POA2010	Polish	389
POA2010	Russian	294
POA2010	Samoan	21
POA2010	Scottish	2501
POA2010	Serbian	91
POA2010	South African	165
POA2010	Spanish	384
POA2010	Sri Lankan	84
POA2010	Vietnamese	317
POA2010	Welsh	229
POA2011		1791
POA2011	Australian	3501
POA2011	Australian Aboriginal	218
POA2011	Chinese	852
POA2011	Croatian	124
POA2011	Dutch	236
POA2011	English	6041
POA2011	Filipino	229
POA2011	French	417
POA2011	German	861
POA2011	Greek	344
POA2011	Hungarian	124
POA2011	Indian	315
POA2011	Irish	2673
POA2011	Italian	907
POA2011	Korean	100
POA2011	Lebanese	157
POA2011	Macedonian	51
POA2011	Maltese	101
POA2011	Maori	101
POA2011	NZ	182
POA2011	(Other)	3154
POA2011	Polish	292
POA2011	Russian	191
POA2011	Samoan	15
POA2011	Scottish	2043
POA2011	Serbian	83
POA2011	South African	93
POA2011	Spanish	268
POA2011	Sri Lankan	38
POA2011	Vietnamese	139
POA2011	Welsh	151
POA2015		640
POA2015	Australian	2761
POA2015	Australian Aboriginal	228
POA2015	Chinese	1190
POA2015	Croatian	85
POA2015	Dutch	176
POA2015	English	3503
POA2015	Filipino	212
POA2015	French	162
POA2015	German	397
POA2015	Greek	194
POA2015	Hungarian	75
POA2015	Indian	226
POA2015	Irish	1499
POA2015	Italian	509
POA2015	Korean	83
POA2015	Lebanese	113
POA2015	Macedonian	48
POA2015	Maltese	85
POA2015	Maori	67
POA2015	NZ	131
POA2015	(Other)	2066
POA2015	Polish	146
POA2015	Russian	96
POA2015	Samoan	17
POA2015	Scottish	1118
POA2015	Serbian	52
POA2015	South African	82
POA2015	Spanish	138
POA2015	Sri Lankan	45
POA2015	Vietnamese	196
POA2015	Welsh	92
POA2016		1126
POA2016	Australian	2649
POA2016	Australian Aboriginal	409
POA2016	Chinese	1170
POA2016	Croatian	91
POA2016	Dutch	186
POA2016	English	3723
POA2016	Filipino	182
POA2016	French	239
POA2016	German	508
POA2016	Greek	352
POA2016	Hungarian	74
POA2016	Indian	300
POA2016	Irish	1530
POA2016	Italian	492
POA2016	Korean	121
POA2016	Lebanese	196
POA2016	Macedonian	30
POA2016	Maltese	60
POA2016	Maori	90
POA2016	NZ	119
POA2016	(Other)	2398
POA2016	Polish	142
POA2016	Russian	148
POA2016	Samoan	14
POA2016	Scottish	1138
POA2016	Serbian	102
POA2016	South African	76
POA2016	Spanish	196
POA2016	Sri Lankan	37
POA2016	Vietnamese	142
POA2016	Welsh	90
POA2017		2236
POA2017	Australian	3553
POA2017	Australian Aboriginal	552
POA2017	Chinese	7278
POA2017	Croatian	131
POA2017	Dutch	252
POA2017	English	5806
POA2017	Filipino	499
POA2017	French	316
POA2017	German	746
POA2017	Greek	374
POA2017	Hungarian	86
POA2017	Indian	748
POA2017	Irish	2708
POA2017	Italian	1082
POA2017	Korean	451
POA2017	Lebanese	215
POA2017	Macedonian	63
POA2017	Maltese	109
POA2017	Maori	129
POA2017	NZ	183
POA2017	(Other)	5756
POA2017	Polish	318
POA2017	Russian	485
POA2017	Samoan	49
POA2017	Scottish	1478
POA2017	Serbian	115
POA2017	South African	143
POA2017	Spanish	393
POA2017	Sri Lankan	68
POA2017	Vietnamese	452
POA2017	Welsh	149
POA2018		1249
POA2018	Australian	2715
POA2018	Australian Aboriginal	222
POA2018	Chinese	3307
POA2018	Croatian	145
POA2018	Dutch	103
POA2018	English	3150
POA2018	Filipino	548
POA2018	French	122
POA2018	German	351
POA2018	Greek	1679
POA2018	Hungarian	94
POA2018	Indian	486
POA2018	Irish	1638
POA2018	Italian	961
