POA_CODE_2021	Age.min	persons
POA0800	0	68
POA0800	1	42
POA0800	2	60
POA0800	3	39
POA0800	4	48
POA0800	5	47
POA0800	6	39
POA0800	7	50
POA0800	8	31
POA0800	9	28
POA0800	10	39
POA0800	11	31
POA0800	12	32
POA0800	13	30
POA0800	14	32
POA0800	15	43
POA0800	16	16
POA0800	17	24
POA0800	18	34
POA0800	19	37
POA0800	20	60
POA0800	21	109
POA0800	22	114
POA0800	23	177
POA0800	24	198
POA0800	25	254
POA0800	26	282
POA0800	27	259
POA0800	28	249
POA0800	29	225
POA0800	30	251
POA0800	31	260
POA0800	32	214
POA0800	33	214
POA0800	34	201
POA0800	35	160
POA0800	36	173
POA0800	37	153
POA0800	38	134
POA0800	39	134
POA0800	40	126
POA0800	41	89
POA0800	42	111
POA0800	43	87
POA0800	44	109
POA0800	45	81
POA0800	46	85
POA0800	47	77
POA0800	48	80
POA0800	49	73
POA0800	50	113
POA0800	51	78
POA0800	52	89
POA0800	53	68
POA0800	54	85
POA0800	55	65
POA0800	56	81
POA0800	57	63
POA0800	58	74
POA0800	59	81
POA0800	60	77
POA0800	61	71
POA0800	62	82
POA0800	63	66
POA0800	64	53
POA0800	65	54
POA0800	66	54
POA0800	67	45
POA0800	68	30
POA0800	69	37
POA0800	70	38
POA0800	71	28
POA0800	72	35
POA0800	73	39
POA0800	74	27
POA0800	75	21
POA0800	76	12
POA0800	77	13
POA0800	78	3
POA0800	79	16
POA0800	80	23
POA0800	85	7
POA0800	90	5
POA0810	0	531
POA0810	1	456
POA0810	2	485
POA0810	3	451
POA0810	4	485
POA0810	5	448
POA0810	6	484
POA0810	7	476
POA0810	8	489
POA0810	9	490
POA0810	10	449
POA0810	11	463
POA0810	12	437
POA0810	13	428
POA0810	14	423
POA0810	15	349
POA0810	16	408
POA0810	17	351
POA0810	18	368
POA0810	19	272
POA0810	20	357
POA0810	21	362
POA0810	22	393
POA0810	23	442
POA0810	24	493
POA0810	25	560
POA0810	26	581
POA0810	27	646
POA0810	28	658
POA0810	29	662
POA0810	30	742
POA0810	31	708
POA0810	32	668
POA0810	33	652
POA0810	34	651
POA0810	35	618
POA0810	36	608
POA0810	37	607
POA0810	38	605
POA0810	39	539
POA0810	40	522
POA0810	41	520
POA0810	42	515
POA0810	43	548
POA0810	44	503
POA0810	45	473
POA0810	46	473
POA0810	47	439
POA0810	48	423
POA0810	49	462
POA0810	50	431
POA0810	51	425
POA0810	52	433
POA0810	53	406
POA0810	54	363
POA0810	55	372
POA0810	56	355
POA0810	57	324
POA0810	58	339
POA0810	59	364
POA0810	60	370
POA0810	61	290
POA0810	62	309
POA0810	63	288
POA0810	64	272
POA0810	65	276
POA0810	66	261
POA0810	67	259
POA0810	68	257
POA0810	69	236
POA0810	70	248
POA0810	71	266
POA0810	72	231
POA0810	73	197
POA0810	74	223
POA0810	75	171
POA0810	76	139
POA0810	77	124
POA0810	78	110
POA0810	79	123
POA0810	80	450
POA0810	85	169
POA0810	90	90
POA0810	95	10
POA0812	0	229
POA0812	1	239
POA0812	2	277
POA0812	3	262
POA0812	4	262
POA0812	5	250
POA0812	6	294
POA0812	7	284
POA0812	8	298
POA0812	9	301
POA0812	10	289
POA0812	11	293
POA0812	12	263
POA0812	13	273
POA0812	14	260
POA0812	15	251
POA0812	16	263
POA0812	17	247
POA0812	18	246
POA0812	19	190
POA0812	20	207
POA0812	21	187
POA0812	22	201
POA0812	23	196
POA0812	24	207
POA0812	25	208
POA0812	26	224
POA0812	27	234
POA0812	28	223
POA0812	29	263
POA0812	30	263
POA0812	31	291
POA0812	32	250
POA0812	33	293
POA0812	34	255
POA0812	35	276
POA0812	36	257
POA0812	37	292
POA0812	38	235
POA0812	39	274
POA0812	40	281
POA0812	41	292
POA0812	42	304
POA0812	43	254
POA0812	44	246
POA0812	45	275
POA0812	46	225
POA0812	47	284
POA0812	48	260
POA0812	49	252
POA0812	50	287
POA0812	51	265
POA0812	52	242
POA0812	53	207
POA0812	54	228
POA0812	55	226
POA0812	56	220
POA0812	57	260
POA0812	58	254
POA0812	59	220
POA0812	60	253
POA0812	61	241
POA0812	62	223
POA0812	63	225
POA0812	64	184
POA0812	65	176
POA0812	66	186
POA0812	67	214
POA0812	68	193
POA0812	69	166
POA0812	70	168
POA0812	71	130
POA0812	72	127
POA0812	73	125
POA0812	74	105
POA0812	75	114
POA0812	76	90
POA0812	77	78
POA0812	78	62
POA0812	79	58
POA0812	80	218
POA0812	85	85
POA0812	90	30
POA0812	95	3
POA0820	0	247
POA0820	1	204
POA0820	2	219
POA0820	3	188
POA0820	4	232
POA0820	5	220
POA0820	6	200
POA0820	7	205
POA0820	8	211
POA0820	9	210
POA0820	10	198
POA0820	11	203
POA0820	12	176
POA0820	13	221
POA0820	14	173
POA0820	15	203
POA0820	16	172
POA0820	17	176
POA0820	18	159
POA0820	19	167
POA0820	20	188
POA0820	21	202
POA0820	22	272
POA0820	23	347
POA0820	24	359
POA0820	25	430
POA0820	26	424
POA0820	27	483
POA0820	28	515
POA0820	29	437
POA0820	30	509
POA0820	31	430
POA0820	32	480
POA0820	33	426
POA0820	34	406
POA0820	35	401
POA0820	36	389
POA0820	37	347
POA0820	38	344
POA0820	39	296
POA0820	40	328
POA0820	41	272
POA0820	42	278
POA0820	43	245
POA0820	44	260
POA0820	45	243
POA0820	46	262
POA0820	47	240
POA0820	48	260
POA0820	49	230
POA0820	50	275
POA0820	51	272
POA0820	52	240
POA0820	53	256
POA0820	54	245
POA0820	55	264
POA0820	56	228
POA0820	57	227
POA0820	58	254
POA0820	59	241
POA0820	60	223
POA0820	61	203
POA0820	62	216
POA0820	63	171
POA0820	64	171
POA0820	65	186
POA0820	66	148
POA0820	67	161
POA0820	68	129
POA0820	69	136
POA0820	70	119
POA0820	71	127
POA0820	72	126
POA0820	73	125
POA0820	74	125
POA0820	75	82
POA0820	76	75
POA0820	77	78
POA0820	78	78
POA0820	79	72
POA0820	80	225
POA0820	85	110
POA0820	90	42
POA0820	95	20
POA0822	0	255
POA0822	1	370
POA0822	2	312
POA0822	3	355
POA0822	4	374
POA0822	5	405
POA0822	6	444
POA0822	7	392
POA0822	8	369
POA0822	9	390
POA0822	10	427
POA0822	11	425
POA0822	12	411
POA0822	13	374
POA0822	14	439
POA0822	15	429
POA0822	16	432
POA0822	17	458
POA0822	18	485
POA0822	19	508
POA0822	20	531
POA0822	21	447
POA0822	22	435
POA0822	23	389
POA0822	24	344
POA0822	25	470
POA0822	26	417
POA0822	27	415
POA0822	28	426
POA0822	29	449
POA0822	30	500
POA0822	31	425
POA0822	32	399
POA0822	33	389
POA0822	34	375
POA0822	35	438
POA0822	36	381
POA0822	37	402
POA0822	38	364
POA0822	39	348
POA0822	40	468
POA0822	41	321
POA0822	42	326
POA0822	43	287
POA0822	44	262
POA0822	45	327
POA0822	46	278
POA0822	47	308
POA0822	48	324
POA0822	49	337
POA0822	50	389
POA0822	51	309
POA0822	52	285
POA0822	53	310
POA0822	54	301
POA0822	55	299
POA0822	56	247
POA0822	57	276
POA0822	58	249
POA0822	59	243
POA0822	60	293
POA0822	61	199
POA0822	62	196
POA0822	63	202
POA0822	64	214
POA0822	65	222
POA0822	66	147
POA0822	67	157
POA0822	68	133
POA0822	69	128
POA0822	70	129
POA0822	71	91
POA0822	72	79
POA0822	73	94
POA0822	74	85
POA0822	75	71
POA0822	76	55
POA0822	77	54
POA0822	78	36
POA0822	79	31
POA0822	80	138
POA0822	85	35
POA0822	90	22
POA0822	95	3
POA0828	0	21
POA0828	1	30
POA0828	2	17
POA0828	3	27
POA0828	4	20
POA0828	5	25
POA0828	6	26
POA0828	7	19
POA0828	8	22
POA0828	9	11
POA0828	10	25
POA0828	11	20
POA0828	12	25
POA0828	13	37
POA0828	14	28
POA0828	15	39
POA0828	16	21
POA0828	17	39
POA0828	18	30
POA0828	19	20
POA0828	20	13
POA0828	21	15
POA0828	22	21
POA0828	23	21
POA0828	24	25
POA0828	25	37
POA0828	26	28
POA0828	27	35
POA0828	28	24
POA0828	29	36
POA0828	30	25
POA0828	31	42
POA0828	32	18
POA0828	33	22
POA0828	34	20
POA0828	35	31
POA0828	36	38
POA0828	37	35
POA0828	38	23
POA0828	39	22
POA0828	40	24
POA0828	41	25
POA0828	42	21
POA0828	43	20
POA0828	44	20
POA0828	45	22
POA0828	46	25
POA0828	47	29
POA0828	48	17
POA0828	49	28
POA0828	50	27
POA0828	51	24
POA0828	52	22
POA0828	53	13
POA0828	54	19
POA0828	55	12
POA0828	56	18
POA0828	57	14
POA0828	58	35
POA0828	59	26
POA0828	60	17
POA0828	61	15
POA0828	62	19
POA0828	63	16
POA0828	64	14
POA0828	65	15
POA0828	66	14
POA0828	67	8
POA0828	68	10
POA0828	69	5
POA0828	70	16
POA0828	71	10
POA0828	72	6
POA0828	73	5
POA0828	74	5
POA0828	75	5
POA0828	76	4
POA0828	77	12
POA0828	78	9
POA0828	79	4
POA0828	80	11
POA0828	85	3
POA0829	0	6
POA0829	3	8
POA0829	7	10
POA0829	8	4
POA0829	9	10
POA0829	10	3
POA0829	11	4
POA0829	17	6
POA0829	18	31
POA0829	19	66
POA0829	20	116
POA0829	21	89
POA0829	22	85
POA0829	23	78
POA0829	24	73
POA0829	25	78
POA0829	26	88
POA0829	27	49
POA0829	28	55
POA0829	29	50
POA0829	30	51
POA0829	31	63
POA0829	32	61
POA0829	33	40
POA0829	34	46
POA0829	35	50
POA0829	36	37
POA0829	37	51
POA0829	38	48
POA0829	39	43
POA0829	40	28
POA0829	41	39
POA0829	42	30
POA0829	43	28
POA0829	44	30
POA0829	45	26
POA0829	46	29
POA0829	47	18
POA0829	48	17
POA0829	49	26
POA0829	50	20
POA0829	51	19
POA0829	52	23
POA0829	53	20
POA0829	54	16
POA0829	55	11
POA0829	56	19
POA0829	57	7
POA0829	58	11
POA0829	59	14
POA0829	60	7
POA0829	61	11
POA0829	62	9
POA0829	63	9
POA0829	64	14
POA0829	65	5
POA0829	66	5
POA0829	67	9
POA0829	68	9
POA0829	69	5
POA0829	70	10
POA0829	71	5
POA0829	72	5
POA0829	73	4
POA0829	74	7
POA0829	75	6
POA0829	76	8
POA0829	77	3
POA0829	80	4
POA0829	85	4
POA0830	0	280
POA0830	1	324
POA0830	2	297
POA0830	3	311
POA0830	4	306
POA0830	5	295
POA0830	6	299
POA0830	7	312
POA0830	8	296
POA0830	9	347
POA0830	10	261
POA0830	11	302
POA0830	12	275
POA0830	13	289
POA0830	14	268
POA0830	15	259
POA0830	16	238
POA0830	17	195
POA0830	18	207
POA0830	19	188
POA0830	20	176
POA0830	21	210
POA0830	22	228
POA0830	23	262
POA0830	24	284
POA0830	25	276
POA0830	26	309
POA0830	27	290
POA0830	28	306
POA0830	29	315
POA0830	30	304
POA0830	31	314
POA0830	32	312
POA0830	33	323
POA0830	34	331
POA0830	35	308
POA0830	36	285
POA0830	37	326
POA0830	38	310
POA0830	39	290
POA0830	40	279
POA0830	41	284
POA0830	42	282
POA0830	43	223
POA0830	44	234
POA0830	45	249
POA0830	46	234
POA0830	47	224
POA0830	48	260
POA0830	49	248
POA0830	50	290
POA0830	51	251
POA0830	52	233
POA0830	53	224
POA0830	54	248
POA0830	55	243
POA0830	56	208
POA0830	57	213
POA0830	58	188
POA0830	59	190
POA0830	60	188
POA0830	61	185
POA0830	62	142
POA0830	63	161
POA0830	64	155
POA0830	65	126
POA0830	66	151
POA0830	67	125
POA0830	68	113
POA0830	69	94
POA0830	70	112
POA0830	71	120
POA0830	72	79
POA0830	73	68
POA0830	74	93
POA0830	75	54
POA0830	76	51
POA0830	77	42
POA0830	78	39
POA0830	79	32
POA0830	80	130
POA0830	85	78
POA0830	90	27
POA0830	95	4
POA0832	0	341
POA0832	1	372
POA0832	2	351
POA0832	3	368
POA0832	4	362
POA0832	5	380
POA0832	6	343
POA0832	7	346
POA0832	8	342
POA0832	9	313
POA0832	10	280
POA0832	11	273
POA0832	12	290
POA0832	13	301
POA0832	14	276
POA0832	15	253
POA0832	16	245
POA0832	17	226
POA0832	18	222
POA0832	19	233
POA0832	20	221
POA0832	21	216
POA0832	22	300
POA0832	23	305
POA0832	24	316
POA0832	25	337
POA0832	26	346
POA0832	27	364
POA0832	28	391
POA0832	29	371
POA0832	30	431
POA0832	31	421
POA0832	32	391
POA0832	33	403
POA0832	34	359
POA0832	35	410
POA0832	36	365
POA0832	37	356
POA0832	38	344
POA0832	39	303
POA0832	40	314
POA0832	41	319
POA0832	42	300
POA0832	43	289
POA0832	44	285
POA0832	45	251
POA0832	46	239
POA0832	47	251
POA0832	48	218
POA0832	49	241
POA0832	50	235
POA0832	51	204
POA0832	52	183
POA0832	53	157
POA0832	54	157
POA0832	55	167
POA0832	56	154
POA0832	57	124
POA0832	58	145
POA0832	59	119
POA0832	60	99
POA0832	61	121
POA0832	62	89
POA0832	63	76
POA0832	64	102
POA0832	65	78
POA0832	66	69
POA0832	67	76
POA0832	68	64
POA0832	69	61
POA0832	70	46
POA0832	71	48
POA0832	72	57
POA0832	73	47
POA0832	74	36
POA0832	75	38
POA0832	76	31
POA0832	77	24
POA0832	78	24
POA0832	79	21
POA0832	80	79
POA0832	85	35
POA0832	90	10
POA0832	95	7
POA0834	0	16
POA0834	1	18
POA0834	2	13
POA0834	3	19
POA0834	4	16
POA0834	5	20
POA0834	6	11
POA0834	7	24
POA0834	8	14
POA0834	9	28
POA0834	10	29
POA0834	11	28
POA0834	12	25
POA0834	13	26
POA0834	14	20
POA0834	15	27
POA0834	16	14
POA0834	17	26
POA0834	18	22
POA0834	19	32
POA0834	20	26
POA0834	21	21
POA0834	22	17
POA0834	23	16
POA0834	24	16
POA0834	25	10
POA0834	26	22
POA0834	27	15
POA0834	28	18
POA0834	29	25
POA0834	30	18
POA0834	31	16
POA0834	32	20
POA0834	33	27
POA0834	34	20
POA0834	35	22
POA0834	36	21
POA0834	37	24
POA0834	38	17
POA0834	39	22
POA0834	40	20
POA0834	41	20
POA0834	42	32
POA0834	43	21
POA0834	44	25
POA0834	45	29
POA0834	46	33
POA0834	47	29
POA0834	48	36
POA0834	49	37
POA0834	50	22
POA0834	51	35
POA0834	52	45
POA0834	53	26
POA0834	54	35
POA0834	55	34
POA0834	56	30
POA0834	57	34
POA0834	58	43
POA0834	59	30
POA0834	60	28
POA0834	61	37
POA0834	62	31
POA0834	63	28
POA0834	64	21
POA0834	65	21
POA0834	66	35
POA0834	67	20
POA0834	68	20
POA0834	69	23
POA0834	70	8
POA0834	71	14
POA0834	72	18
POA0834	73	13
POA0834	74	21
POA0834	75	8
POA0834	76	8
POA0834	77	4
POA0834	79	3
POA0834	80	20
POA0834	85	8
POA0835	0	29
POA0835	1	37
POA0835	2	37
POA0835	3	48
POA0835	4	30
POA0835	5	37
POA0835	6	38
POA0835	7	34
POA0835	8	32
POA0835	9	33
POA0835	10	33
POA0835	11	39
POA0835	12	43
POA0835	13	47
POA0835	14	45
POA0835	15	42
POA0835	16	50
POA0835	17	44
POA0835	18	32
POA0835	19	29
POA0835	20	27
POA0835	21	33
POA0835	22	41
POA0835	23	30
POA0835	24	21
POA0835	25	30
POA0835	26	38
POA0835	27	44
POA0835	28	21
POA0835	29	24
POA0835	30	33
POA0835	31	35
POA0835	32	30
POA0835	33	51
POA0835	34	52
POA0835	35	42
POA0835	36	34
POA0835	37	44
POA0835	38	53
POA0835	39	35
POA0835	40	27
POA0835	41	41
POA0835	42	28
POA0835	43	47
POA0835	44	40
POA0835	45	36
POA0835	46	43
POA0835	47	41
POA0835	48	47
POA0835	49	57
POA0835	50	59
POA0835	51	81
POA0835	52	48
POA0835	53	51
POA0835	54	43
POA0835	55	50
POA0835	56	42
POA0835	57	47
POA0835	58	51
POA0835	59	70
POA0835	60	55
POA0835	61	35
POA0835	62	48
POA0835	63	65
POA0835	64	45
POA0835	65	40
POA0835	66	52
POA0835	67	42
POA0835	68	41
POA0835	69	26
POA0835	70	33
POA0835	71	23
POA0835	72	25
POA0835	73	20
POA0835	74	34
POA0835	75	29
POA0835	76	15
POA0835	77	16
POA0835	78	18
POA0835	79	13
POA0835	80	45
POA0835	85	4
POA0835	90	7
POA0835	95	4
POA0836	0	87
POA0836	1	87
POA0836	2	88
POA0836	3	95
POA0836	4	96
POA0836	5	104
POA0836	6	122
POA0836	7	115
POA0836	8	128
POA0836	9	112
POA0836	10	120
POA0836	11	110
POA0836	12	118
POA0836	13	109
POA0836	14	119
POA0836	15	120
POA0836	16	94
POA0836	17	101
POA0836	18	100
POA0836	19	63
POA0836	20	87
POA0836	21	73
POA0836	22	74
POA0836	23	67
POA0836	24	62
POA0836	25	58
POA0836	26	70
POA0836	27	78
POA0836	28	88
POA0836	29	81
POA0836	30	82
POA0836	31	109
POA0836	32	87
POA0836	33	110
POA0836	34	109
POA0836	35	106
POA0836	36	102
POA0836	37	103
POA0836	38	120
POA0836	39	138
POA0836	40	115
POA0836	41	114
POA0836	42	100
POA0836	43	91
POA0836	44	111
POA0836	45	106
POA0836	46	108
