SA3_NAME21	Age.min	Sex	persons
Queanbeyan	0	F	433
Queanbeyan	0	M	418
Queanbeyan	1	F	438
Queanbeyan	1	M	432
Queanbeyan	2	F	407
Queanbeyan	2	M	436
Queanbeyan	3	F	446
Queanbeyan	3	M	445
Queanbeyan	4	F	416
Queanbeyan	4	M	445
Queanbeyan	5	F	416
Queanbeyan	5	M	456
Queanbeyan	6	F	426
Queanbeyan	6	M	440
Queanbeyan	7	F	378
Queanbeyan	7	M	456
Queanbeyan	8	F	402
Queanbeyan	8	M	432
Queanbeyan	9	F	359
Queanbeyan	9	M	438
Queanbeyan	10	F	385
Queanbeyan	10	M	442
Queanbeyan	11	F	405
Queanbeyan	11	M	458
Queanbeyan	12	F	391
Queanbeyan	12	M	447
Queanbeyan	13	F	374
Queanbeyan	13	M	397
Queanbeyan	14	F	403
Queanbeyan	14	M	421
Queanbeyan	15	F	364
Queanbeyan	15	M	372
Queanbeyan	16	F	360
Queanbeyan	16	M	404
Queanbeyan	17	F	331
Queanbeyan	17	M	379
Queanbeyan	18	F	316
Queanbeyan	18	M	362
Queanbeyan	19	F	296
Queanbeyan	19	M	325
Queanbeyan	20	F	316
Queanbeyan	20	M	344
Queanbeyan	21	F	323
Queanbeyan	21	M	316
Queanbeyan	22	F	341
Queanbeyan	22	M	406
Queanbeyan	23	F	355
Queanbeyan	23	M	355
Queanbeyan	24	F	329
Queanbeyan	24	M	372
Queanbeyan	25	F	365
Queanbeyan	25	M	387
Queanbeyan	26	F	427
Queanbeyan	26	M	382
Queanbeyan	27	F	467
Queanbeyan	27	M	421
Queanbeyan	28	F	493
Queanbeyan	28	M	426
Queanbeyan	29	F	502
Queanbeyan	29	M	466
Queanbeyan	30	F	508
Queanbeyan	30	M	523
Queanbeyan	31	F	551
Queanbeyan	31	M	512
Queanbeyan	32	F	522
Queanbeyan	32	M	520
Queanbeyan	33	F	501
Queanbeyan	33	M	505
Queanbeyan	34	F	511
Queanbeyan	34	M	514
Queanbeyan	35	F	524
Queanbeyan	35	M	521
Queanbeyan	36	F	475
Queanbeyan	36	M	511
Queanbeyan	37	F	465
Queanbeyan	37	M	523
Queanbeyan	38	F	495
Queanbeyan	38	M	453
Queanbeyan	39	F	463
Queanbeyan	39	M	471
Queanbeyan	40	F	470
Queanbeyan	40	M	449
Queanbeyan	41	F	421
Queanbeyan	41	M	450
Queanbeyan	42	F	453
Queanbeyan	42	M	421
Queanbeyan	43	F	431
Queanbeyan	43	M	388
Queanbeyan	44	F	440
Queanbeyan	44	M	379
Queanbeyan	45	F	419
Queanbeyan	45	M	444
Queanbeyan	46	F	435
Queanbeyan	46	M	453
Queanbeyan	47	F	437
Queanbeyan	47	M	469
Queanbeyan	48	F	461
Queanbeyan	48	M	480
Queanbeyan	49	F	498
Queanbeyan	49	M	468
Queanbeyan	50	F	508
Queanbeyan	50	M	518
Queanbeyan	51	F	495
Queanbeyan	51	M	501
Queanbeyan	52	F	511
Queanbeyan	52	M	449
Queanbeyan	53	F	472
Queanbeyan	53	M	449
Queanbeyan	54	F	501
Queanbeyan	54	M	445
Queanbeyan	55	F	444
Queanbeyan	55	M	465
Queanbeyan	56	F	445
Queanbeyan	56	M	458
Queanbeyan	57	F	412
Queanbeyan	57	M	478
Queanbeyan	58	F	447
Queanbeyan	58	M	466
Queanbeyan	59	F	421
Queanbeyan	59	M	433
Queanbeyan	60	F	397
Queanbeyan	60	M	450
Queanbeyan	61	F	382
Queanbeyan	61	M	418
Queanbeyan	62	F	377
Queanbeyan	62	M	344
Queanbeyan	63	F	369
Queanbeyan	63	M	368
Queanbeyan	64	F	335
Queanbeyan	64	M	378
Queanbeyan	65	F	326
Queanbeyan	65	M	336
Queanbeyan	66	F	293
Queanbeyan	66	M	333
Queanbeyan	67	F	302
Queanbeyan	67	M	307
Queanbeyan	68	F	303
Queanbeyan	68	M	258
Queanbeyan	69	F	257
Queanbeyan	69	M	284
Queanbeyan	70	F	269
Queanbeyan	70	M	298
Queanbeyan	71	F	230
Queanbeyan	71	M	267
Queanbeyan	72	F	249
Queanbeyan	72	M	211
Queanbeyan	73	F	201
Queanbeyan	73	M	253
Queanbeyan	74	F	234
Queanbeyan	74	M	232
Queanbeyan	75	F	187
Queanbeyan	75	M	179
Queanbeyan	76	F	166
Queanbeyan	76	M	165
Queanbeyan	77	F	184
Queanbeyan	77	M	143
Queanbeyan	78	F	141
Queanbeyan	78	M	158
Queanbeyan	79	F	132
Queanbeyan	79	M	106
Queanbeyan	80	F	525
Queanbeyan	80	M	459
Queanbeyan	85	F	274
Queanbeyan	90	M	82
Queanbeyan	95	F	48
Queanbeyan	95	M	4
Queanbeyan	100	F	5
Snowy Mountains	0	F	91
Snowy Mountains	0	M	80
Snowy Mountains	1	F	101
Snowy Mountains	1	M	94
Snowy Mountains	2	F	90
Snowy Mountains	2	M	86
Snowy Mountains	3	F	98
Snowy Mountains	3	M	108
Snowy Mountains	4	F	96
Snowy Mountains	4	M	100
Snowy Mountains	5	F	99
Snowy Mountains	5	M	117
Snowy Mountains	6	F	80
Snowy Mountains	6	M	112
Snowy Mountains	7	F	100
