SED_NAME16	CountryOfBirth	Sex	persons
Albury		F	3527
Albury		M	3590
Albury	AFG	M	3
Albury	AUS	F	35865
Albury	AUS	M	34332
Albury	BGD	F	35
Albury	BGD	M	40
Albury	BIH	F	4
Albury	BIH	M	3
Albury	BRA	F	6
Albury	BRA	M	6
Albury	CAN	F	42
Albury	CAN	M	41
Albury	CHL	F	10
Albury	CHL	M	12
Albury	CHN	F	108
Albury	CHN	M	79
Albury	DEU	F	191
Albury	DEU	M	166
Albury	EGY	F	10
Albury	EGY	M	12
Albury	FJI	F	27
Albury	FJI	M	39
Albury	FRA	F	17
Albury	FRA	M	14
Albury	GBR	F	1024
Albury	GBR	M	978
Albury	GRC	F	26
Albury	GRC	M	32
Albury	HKG	F	20
Albury	HKG	M	15
Albury	HRV	F	31
Albury	HRV	M	24
Albury	IDN	F	38
Albury	IDN	M	12
Albury	IND	F	476
Albury	IND	M	660
Albury	IRL	F	39
Albury	IRL	M	50
Albury	IRN	F	12
Albury	IRN	M	18
Albury	IRQ	F	8
Albury	IRQ	M	6
Albury	ITA	F	49
Albury	ITA	M	77
Albury	JPN	F	20
Albury	JPN	M	9
Albury	KHM	F	8
Albury	KHM	M	4
Albury	KOR	F	28
Albury	KOR	M	33
Albury	LBN	F	9
Albury	LBN	M	19
Albury	LKA	F	42
Albury	LKA	M	54
Albury	MKD	M	7
Albury	MLT	F	12
Albury	MLT	M	15
Albury	MMR	F	3
Albury	MMR	M	8
Albury	MUS	F	10
Albury	MUS	M	10
Albury	MYS	F	40
Albury	MYS	M	32
Albury	NLD	F	139
Albury	NLD	M	137
Albury	NPL	F	168
Albury	NPL	M	179
Albury	NZL	F	404
Albury	NZL	M	436
Albury	PAK	F	29
Albury	PAK	M	45
Albury	PHL	F	348
Albury	PHL	M	183
Albury	PNG	F	18
Albury	PNG	M	17
Albury	POL	F	25
Albury	POL	M	18
Albury	SGP	F	22
Albury	SGP	M	13
Albury	THA	F	101
Albury	THA	M	24
Albury	TUR	M	4
Albury	TWN	F	13
Albury	TWN	M	3
Albury	USA	F	89
Albury	USA	M	69
Albury	VNM	F	48
Albury	VNM	M	52
Albury	WSM	F	5
Albury	WSM	M	12
Albury	ZAF	F	97
Albury	ZAF	M	102
Albury	ZWE	F	26
Albury	ZWE	M	24
Auburn		F	5822
Auburn		M	6629
Auburn	AFG	F	788
Auburn	AFG	M	1622
Auburn	AUS	F	19523
Auburn	AUS	M	21218
Auburn	BGD	F	251
Auburn	BGD	M	325
Auburn	BIH	F	83
Auburn	BIH	M	87
Auburn	BRA	F	96
Auburn	BRA	M	94
Auburn	CAN	F	32
Auburn	CAN	M	41
Auburn	CHL	F	69
Auburn	CHL	M	67
Auburn	CHN	F	7464
Auburn	CHN	M	7751
Auburn	DEU	F	77
Auburn	DEU	M	76
Auburn	EGY	F	179
Auburn	EGY	M	215
Auburn	FJI	F	262
Auburn	FJI	M	206
Auburn	FRA	F	26
Auburn	FRA	M	44
Auburn	GBR	F	293
Auburn	GBR	M	436
Auburn	GRC	F	90
Auburn	GRC	M	90
Auburn	HKG	F	667
Auburn	HKG	M	590
Auburn	HRV	F	180
Auburn	HRV	M	142
Auburn	IDN	F	422
Auburn	IDN	M	292
Auburn	IND	F	1510
Auburn	IND	M	2450
Auburn	IRL	F	41
Auburn	IRL	M	83
Auburn	IRN	F	361
Auburn	IRN	M	510
Auburn	IRQ	F	496
Auburn	IRQ	M	543
Auburn	ITA	F	210
Auburn	ITA	M	208
Auburn	JPN	F	131
Auburn	JPN	M	53
Auburn	KHM	F	115
Auburn	KHM	M	93
Auburn	KOR	F	3469
Auburn	KOR	M	3324
Auburn	LBN	F	1810
Auburn	LBN	M	1991
Auburn	LKA	F	631
Auburn	LKA	M	708
Auburn	MKD	F	28
Auburn	MKD	M	33
Auburn	MLT	F	29
Auburn	MLT	M	49
Auburn	MMR	F	242
Auburn	MMR	M	255
Auburn	MUS	F	33
Auburn	MUS	M	36
Auburn	MYS	F	555
Auburn	MYS	M	652
Auburn	NLD	F	13
Auburn	NLD	M	25
Auburn	NPL	F	2949
Auburn	NPL	M	3856
Auburn	NZL	F	448
Auburn	NZL	M	529
Auburn	PAK	F	958
Auburn	PAK	M	1606
Auburn	PHL	F	1234
Auburn	PHL	M	905
Auburn	PNG	F	10
Auburn	PNG	M	8
Auburn	POL	F	70
Auburn	POL	M	65
Auburn	SGP	F	125
Auburn	SGP	M	113
Auburn	THA	F	345
Auburn	THA	M	185
Auburn	TUR	F	1292
Auburn	TUR	M	1264
Auburn	TWN	F	334
Auburn	TWN	M	359
Auburn	USA	F	85
Auburn	USA	M	105
Auburn	VNM	F	1994
Auburn	VNM	M	1596
Auburn	WSM	F	50
Auburn	WSM	M	42
Auburn	ZAF	F	116
Auburn	ZAF	M	138
Auburn	ZWE	F	38
Auburn	ZWE	M	39
Ballina		F	4347
Ballina		M	4018
Ballina	AFG	M	3
Ballina	AUS	F	32096
Ballina	AUS	M	30056
